n70,g61,g39
n6,g70,g84
n4,g76,g77
n22,g96,g14
n21,g67,g92
n60,g17,g35
n79,g82,g56
n74,g23,g68
n69,g49,g30
n28,g69,g86
n14,g35,g99
n45,g95,g33
n5,g16,g78
n23,g78,g27
n24,g50,g40
n17,g98,g48
n54,g64,g69
n77,g57,g85
n63,g51,g31
n9,g90,g7
n25,g71,g12
n87,g15,g66
n10,g80,g17
n68,g67,g26
n34,g29,g55
n72,g18,g74
n73,g57,g6
n55,g80,g94
n44,g58,g35
n16,g38,g50
n80,g20,g10
n81,g59,g33
n75,g69,g32
n66,g25,g79
n47,g72,g88
n52,g86,g42
n59,g18,g45
n57,g85,g80
n71,g92,g55
n37,g68,g69
n31,g80,g58
n19,g47,g48
n46,g19,g8
n65,g30,g36
n85,g38,g54
n1,g98,g56
n84,g43,g35
n32,g40,g1
n26,g98,g11
n20,g47,g32
n53,g85,g66
n56,g98,g94
n76,g53,g18
n38,g67,g86
n13,g25,g90
n67,g24,g74
n41,g5,g99
n18,g33,g78
n11,g6,g60
n30,g41,g33
n35,g60,g17
n8,g68,g36
n83,g6,g47
n39,g35,g50
n33,g62,g75
n27,g52,g93
n50,g51,g18
n12,g6,g77
n82,g60,g62
n0,g23,g8
n43,g74,g3
n58,g21,g9
n36,g37,g5
n42,g1,g53
n61,g37,g4
n78,g27,g41
n3,g14,g12
n29,g67,g46
n49,g43,g29
n86,g50,g19
n62,g85,g1
n40,g10,g23
n51,g34,g72
n7,g21,g18
n15,g30,g79
n48,g6,g87
n64,g64,g11
n2,g66,g3
