n0,g77,g30
n1,g1,g86
n2,g65,g79
n3,g22,g97
n4,g98,g55
n5,g78,g91
n6,g72,g9
n7,g75,g41
n8,g18,g30
n9,g69,g16
n10,g15,g53
n11,g65,g20
n12,g80,g55
n13,g44,g4
n14,g37,g44
n15,g14,g48
n16,g43,g59
n17,g59,g25
n18,g31,g14
n19,g81,g93
n20,g59,g99
n21,g13,g29
n22,g33,g82
n23,g41,g37
n24,g20,g22
n25,g5,g73
n26,g61,g40
n27,g64,g2
n28,g19,g40
n29,g14,g17
n30,g18,g16
n31,g84,g88
n32,g71,g69
n33,g0,g42
n34,g65,g1
n35,g61,g32
n36,g46,g37
n37,g45,g32
n38,g20,g95
n39,g19,g22
n40,g64,g31
n41,g49,g86
n42,g87,g28
n43,g91,g80
n44,g67,g98
n45,g79,g86
n46,g20,g26
n47,g30,g45
n48,g14,g94
n49,g24,g79
n50,g77,g2
n51,g24,g1
n52,g88,g67
n53,g12,g10
n54,g76,g15
n55,g98,g76
n56,g57,g3
n57,g99,g75
n58,g8,g97
n59,g5,g33
n60,g50,g18
n61,g12,g56
n62,g32,g65
n63,g18,g89
n64,g86,g63
n65,g52,g77
n66,g30,g46
n67,g51,g17
