n0,g68,g55
n1,g2,g95
n2,g26,g64
n3,g7,g38
n4,g8,g61
n5,g73,g13
n6,g63,g82
n7,g21,g27
n8,g55,g99
n9,g82,g35
n10,g30,g10
n11,g57,g69
n12,g94,g19
n13,g13,g95
n14,g49,g34
n15,g44,g16
n16,g32,g92
n17,g75,g7
n18,g66,g93
n19,g38,g40
n20,g10,g19
n21,g29,g96
n22,g92,g14
n23,g22,g12
n24,g1,g78
n25,g8,g26
n26,g60,g73
n27,g90,g15
n28,g15,g71
n29,g7,g25
n30,g30,g0
n31,g7,g24
n32,g81,g69
n33,g62,g81
n34,g43,g21
n35,g22,g40
n36,g85,g93
n37,g10,g52
n38,g60,g64
n39,g56,g3
n40,g45,g85
n41,g16,g50
n42,g40,g18
n43,g72,g20
n44,g46,g18
n45,g93,g47
n46,g33,g0
n47,g23,g49
n48,g94,g5
n49,g32,g78
n50,g7,g28
n51,g49,g45
n52,g27,g98
