n0,g34,g89
n1,g50,g83
n2,g30,g23
n3,g40,g98
n4,g6,g52
n5,g76,g17
n6,g1,g72
n7,g21,g39
n8,g87,g59
n9,g5,g23
n10,g36,g59
n11,g89,g86
n12,g32,g79
n13,g41,g30
n14,g51,g94
n15,g43,g80
n16,g36,g39
n17,g87,g32
n18,g64,g58
n19,g54,g59
n20,g33,g24
n21,g27,g15
n22,g81,g44
n23,g70,g80
n24,g9,g57
n25,g28,g54
n26,g81,g46
n27,g88,g74
n28,g78,g4
n29,g96,g82
n30,g84,g32
n31,g75,g70
n32,g47,g63
n33,g29,g55
n34,g6,g13
n35,g37,g68
n36,g46,g93
n37,g93,g34
n38,g46,g9
n39,g20,g94
n40,g42,g46
n41,g24,g21
n42,g15,g14
n43,g44,g28
n44,g98,g1
n45,g19,g60
n46,g69,g16
n47,g95,g8
n48,g95,g4
n49,g0,g40
n50,g71,g52
n51,g32,g14
n52,g13,g43
n53,g44,g54
n54,g66,g17
n55,g93,g44
n56,g36,g86
n57,g88,g1
n58,g0,g6
n59,g38,g72
n60,g64,g55
n61,g12,g20
n62,g80,g52
n63,g3,g54
n64,g28,g32
n65,g3,g70
