n0,g51,g16
n1,g66,g98
n2,g60,g65
n3,g28,g99
n4,g52,g47
n5,g83,g58
n6,g64,g0
n7,g22,g67
n8,g32,g94
n9,g75,g30
n10,g79,g35
n11,g9,g74
n12,g21,g41
n13,g60,g1
n14,g16,g15
n15,g74,g48
n16,g36,g70
n17,g21,g99
n18,g35,g5
n19,g82,g22
n20,g34,g8
n21,g34,g79
n22,g61,g58
n23,g36,g5
n24,g22,g77
n25,g34,g27
n26,g21,g13
n27,g94,g41
n28,g99,g59
n29,g31,g32
n30,g56,g54
n31,g5,g12
n32,g20,g87
n33,g50,g66
n34,g29,g33
n35,g56,g20
n36,g42,g60
n37,g10,g41
n38,g20,g76
n39,g68,g11
n40,g95,g70
n41,g19,g33
n42,g71,g23
n43,g98,g64
n44,g65,g23
n45,g31,g44
n46,g54,g74
n47,g30,g70
n48,g36,g17
n49,g54,g31
n50,g24,g88
n51,g91,g42
n52,g36,g75
n53,g25,g7
n54,g19,g72
n55,g22,g48
n56,g79,g53
n57,g69,g74
n58,g82,g84
n59,g54,g39
n60,g47,g38
n61,g67,g12
n62,g34,g47
n63,g6,g83
n64,g59,g8
n65,g66,g4
