n70,g21,g93
n65,g56,g84
n6,g77,g73
n35,g65,g48
n4,g79,g29
n32,g5,g41
n72,g5,g90
n83,g67,g87
n74,g58,g18
n26,g47,g95
n21,g4,g52
n60,g81,g68
n20,g32,g51
n73,g22,g89
n51,g0,g77
n69,g22,g68
n71,g2,g74
n28,g69,g57
n77,g76,g23
n14,g15,g73
n45,g23,g37
n39,g51,g5
n5,g28,g43
n23,g92,g94
n24,g27,g3
n54,g93,g92
n16,g43,g40
n82,g5,g48
n17,g89,g53
n18,g25,g62
n63,g30,g21
n9,g33,g31
n25,g75,g17
n30,g33,g56
n31,g39,g92
n10,g11,g98
n43,g52,g60
n68,g62,g74
n34,g38,g95
n8,g96,g15
n79,g24,g18
n53,g86,g29
n55,g10,g58
n38,g33,g87
n33,g96,g50
n62,g72,g78
n11,g18,g4
n27,g33,g2
n50,g88,g69
n44,g63,g23
n12,g68,g67
n67,g1,g7
n75,g43,g49
n80,g75,g30
n0,g23,g69
n22,g11,g88
n81,g37,g21
n58,g91,g9
n36,g61,g11
n42,g95,g91
n61,g12,g96
n78,g1,g41
n3,g15,g27
n29,g4,g30
n47,g51,g36
n49,g77,g6
n52,g69,g90
n59,g99,g89
n57,g8,g15
n66,g48,g70
n37,g72,g12
n13,g18,g86
n40,g57,g79
n19,g76,g52
n46,g56,g10
n7,g59,g63
n15,g45,g75
n48,g79,g86
n41,g95,g44
n76,g28,g85
n64,g40,g39
n56,g31,g53
n2,g84,g9
n1,g39,g10
