n70,g52,g86
n65,g39,g88
n6,g58,g3
n35,g90,g85
n4,g70,g38
n32,g49,g43
n72,g85,g42
n83,g56,g51
n74,g75,g80
n26,g88,g64
n21,g74,g35
n60,g87,g61
n20,g63,g19
n73,g88,g55
n51,g82,g90
n69,g96,g48
n71,g33,g71
n28,g37,g60
n77,g58,g14
n14,g96,g89
n45,g1,g43
n39,g2,g81
n5,g77,g44
n23,g44,g88
n24,g2,g72
n54,g13,g22
n16,g7,g13
n82,g45,g99
n17,g79,g30
n18,g42,g65
n63,g42,g6
n9,g31,g51
n25,g56,g7
n30,g11,g52
n31,g19,g15
n10,g95,g73
n43,g0,g50
n68,g18,g53
n34,g54,g65
n8,g62,g59
n79,g91,g71
n53,g48,g92
n55,g45,g53
n38,g77,g85
n33,g67,g62
n62,g87,g49
n11,g91,g84
n27,g16,g50
n50,g34,g63
n44,g24,g63
n12,g43,g24
n67,g49,g13
n75,g69,g6
n80,g55,g79
n0,g40,g93
n22,g10,g90
n81,g53,g82
n58,g69,g34
n36,g84,g10
n42,g54,g24
n61,g90,g13
n78,g25,g12
n3,g65,g8
n29,g40,g83
n47,g79,g47
n49,g27,g55
n52,g77,g9
n59,g6,g7
n57,g81,g70
n66,g96,g3
n37,g22,g25
n13,g70,g75
n40,g12,g18
n19,g57,g82
n46,g40,g76
n7,g69,g57
n15,g89,g1
n48,g79,g33
n41,g56,g39
n76,g13,g48
n64,g55,g25
n56,g62,g30
n2,g9,g73
n1,g24,g8
