n0,g28,g74
n1,g69,g27
n2,g93,g81
n3,g58,g2
n4,g40,g95
n5,g77,g12
n6,g21,g95
n7,g52,g23
n8,g47,g0
n9,g20,g10
n10,g56,g57
n11,g79,g71
n12,g76,g88
n13,g35,g20
n14,g74,g99
n15,g57,g43
n16,g0,g87
n17,g29,g36
n18,g83,g86
n19,g37,g67
n20,g43,g41
n21,g35,g64
n22,g67,g33
n23,g82,g30
n24,g75,g60
n25,g78,g20
n26,g7,g68
n27,g97,g89
n28,g2,g94
n29,g58,g94
n30,g19,g63
n31,g71,g8
n32,g91,g3
n33,g84,g38
n34,g54,g95
n35,g40,g26
n36,g81,g0
n37,g30,g41
n38,g52,g68
n39,g48,g50
n40,g6,g21
n41,g21,g3
n42,g5,g29
n43,g82,g69
n44,g32,g39
n45,g15,g65
n46,g47,g55
n47,g30,g57
n48,g43,g62
n49,g89,g88
n50,g98,g17
n51,g5,g48
n52,g49,g8
n53,g43,g51
n54,g72,g9
n55,g75,g78
n56,g22,g25
n57,g96,g95
n58,g99,g65
n59,g7,g27
n60,g93,g66
n61,g31,g9
n62,g15,g81
n63,g73,g39
