n70,g20,g83
n65,g63,g89
n6,g32,g63
n35,g10,g68
n4,g55,g23
n32,g66,g38
n72,g91,g1
n74,g25,g34
n26,g17,g49
n21,g5,g61
n60,g74,g55
n20,g59,g51
n73,g22,g44
n51,g19,g69
n69,g67,g57
n71,g33,g95
n28,g70,g19
n14,g94,g52
n45,g72,g58
n39,g2,g23
n5,g96,g75
n23,g92,g6
n24,g63,g7
n54,g0,g22
n16,g56,g36
n17,g30,g79
n18,g23,g88
n63,g1,g53
n9,g17,g85
n25,g72,g95
n30,g39,g16
n31,g11,g16
n10,g30,g51
n43,g13,g7
n68,g56,g80
n34,g25,g55
n8,g21,g65
n53,g49,g81
n55,g84,g71
n38,g50,g15
n33,g59,g60
n62,g32,g46
n11,g35,g90
n27,g31,g80
n50,g73,g41
n44,g84,g95
n12,g84,g92
n67,g9,g49
n0,g79,g23
n22,g8,g38
n58,g43,g95
n36,g9,g93
n42,g29,g59
n61,g58,g69
n3,g69,g63
n29,g7,g86
n47,g62,g79
n49,g18,g34
n52,g72,g50
n59,g58,g56
n57,g14,g6
n66,g24,g87
n37,g66,g69
n13,g26,g56
n40,g20,g12
n19,g92,g43
n46,g83,g30
n7,g7,g2
n15,g59,g40
n48,g35,g61
n41,g65,g27
n64,g23,g37
n56,g29,g7
n2,g43,g35
n1,g87,g96
