n70,g43,g90
n65,g59,g22
n6,g14,g61
n35,g22,g65
n4,g18,g93
n32,g90,g62
n72,g21,g56
n74,g95,g15
n26,g59,g20
n21,g69,g36
n60,g99,g47
n20,g17,g31
n73,g36,g71
n51,g38,g55
n69,g32,g84
n71,g71,g62
n28,g1,g49
n14,g94,g27
n45,g25,g30
n39,g96,g22
n5,g57,g47
n23,g0,g31
n24,g11,g32
n54,g9,g53
n16,g15,g56
n17,g74,g78
n18,g97,g59
n63,g65,g52
n9,g81,g13
n25,g0,g46
n30,g67,g68
n31,g59,g93
n10,g51,g80
n43,g58,g72
n68,g62,g27
n34,g99,g49
n8,g41,g84
n53,g44,g96
n55,g60,g75
n38,g54,g62
n33,g61,g15
n62,g84,g21
n11,g46,g88
n27,g46,g65
n50,g23,g95
n44,g14,g45
n12,g31,g93
n67,g53,g80
n0,g11,g17
n22,g4,g1
n58,g82,g80
n36,g58,g71
n42,g51,g18
n61,g96,g92
n3,g63,g64
n29,g46,g63
n47,g53,g24
n49,g29,g73
n52,g16,g3
n59,g69,g68
n57,g55,g31
n66,g45,g29
n37,g15,g26
n13,g46,g91
n40,g19,g49
n19,g21,g89
n46,g96,g35
n7,g0,g3
n15,g86,g83
n48,g1,g88
n41,g97,g77
n64,g70,g67
n56,g30,g97
n2,g17,g48
n1,g33,g62
