n0,g31,g8
n1,g50,g24
n2,g38,g15
n3,g53,g6
n4,g87,g54
n5,g59,g22
n6,g30,g97
n7,g81,g71
n8,g59,g82
n9,g41,g44
n10,g45,g66
n11,g97,g99
n12,g58,g45
n13,g92,g57
n14,g92,g71
n15,g50,g13
n16,g93,g78
n17,g74,g86
n18,g6,g93
n19,g66,g27
n20,g91,g9
n21,g44,g5
n22,g3,g76
n23,g98,g60
n24,g76,g47
n25,g30,g48
n26,g15,g79
n27,g79,g25
n28,g96,g57
n29,g26,g52
n30,g16,g89
n31,g20,g52
n32,g47,g60
n33,g2,g85
n34,g60,g12
n35,g8,g16
n36,g57,g42
n37,g20,g22
n38,g34,g54
n39,g62,g7
n40,g64,g20
n41,g26,g49
n42,g5,g32
n43,g46,g50
n44,g90,g47
n45,g60,g97
n46,g79,g32
n47,g56,g30
n48,g95,g6
n49,g62,g90
n50,g24,g55
n51,g58,g25
n52,g29,g10
n53,g79,g63
