n70,g75,g12
n65,g71,g86
n6,g54,g28
n35,g0,g55
n4,g19,g91
n32,g69,g79
n72,g86,g84
n74,g16,g90
n26,g31,g25
n21,g62,g91
n60,g66,g71
n20,g85,g9
n73,g92,g18
n51,g16,g37
n69,g99,g72
n71,g59,g95
n28,g20,g6
n77,g20,g52
n14,g29,g72
n45,g12,g71
n39,g31,g74
n5,g96,g43
n23,g17,g14
n24,g80,g41
n54,g77,g11
n16,g13,g86
n17,g98,g27
n18,g29,g78
n63,g35,g56
n9,g37,g30
n25,g38,g82
n30,g10,g36
n31,g50,g74
n10,g82,g53
n43,g24,g91
n68,g72,g49
n34,g16,g59
n8,g56,g83
n53,g42,g87
n55,g6,g14
n38,g65,g56
n33,g99,g22
n62,g42,g64
n11,g18,g16
n27,g2,g82
n50,g8,g70
n44,g84,g76
n12,g39,g35
n67,g57,g99
n75,g38,g52
n0,g73,g40
n22,g18,g62
n58,g97,g28
n36,g90,g15
n42,g81,g9
n61,g58,g91
n3,g32,g58
n29,g86,g28
n47,g60,g70
n49,g73,g41
n52,g14,g69
n59,g25,g15
n57,g77,g32
n66,g74,g5
n37,g69,g4
n13,g59,g76
n40,g47,g53
n19,g80,g25
n46,g0,g86
n7,g19,g9
n15,g16,g91
n48,g66,g90
n41,g77,g8
n76,g10,g63
n64,g84,g43
n56,g93,g74
n2,g80,g5
n1,g94,g6
