n0,g44,g48
n1,g87,g86
n2,g2,g43
n3,g20,g25
n4,g85,g70
n5,g38,g77
n6,g52,g67
n7,g91,g65
n8,g13,g61
n9,g97,g32
n10,g54,g45
n11,g25,g90
n12,g18,g60
n13,g5,g33
n14,g87,g45
n15,g60,g80
n16,g8,g32
n17,g19,g25
n18,g59,g8
n19,g58,g87
n20,g83,g41
n21,g13,g5
n22,g41,g1
n23,g47,g39
n24,g29,g52
n25,g19,g56
n26,g51,g37
n27,g91,g42
n28,g45,g63
n29,g67,g6
n30,g99,g73
n31,g8,g97
n32,g60,g37
n33,g20,g0
n34,g47,g66
n35,g43,g93
n36,g88,g36
n37,g84,g43
n38,g72,g91
n39,g42,g9
n40,g70,g33
n41,g45,g60
n42,g22,g96
n43,g55,g22
n44,g31,g57
n45,g38,g94
n46,g50,g21
n47,g8,g35
n48,g11,g81
n49,g91,g75
n50,g73,g86
n51,g30,g91
n52,g16,g78
n53,g58,g66
n54,g45,g2
n55,g84,g72
n56,g31,g64
n57,g30,g84
n58,g40,g88
n59,g0,g61
n60,g17,g50
n61,g12,g17
n62,g47,g76
n63,g60,g98
n64,g13,g46
