n70,g34,g1
n65,g0,g46
n6,g30,g81
n35,g17,g73
n4,g71,g5
n32,g93,g36
n72,g9,g89
n74,g82,g16
n26,g66,g4
n21,g10,g34
n60,g70,g59
n20,g57,g97
n73,g59,g71
n51,g68,g98
n69,g92,g58
n71,g24,g98
n28,g78,g65
n77,g63,g86
n14,g66,g5
n45,g40,g99
n39,g2,g59
n5,g48,g20
n23,g65,g39
n24,g71,g33
n54,g49,g63
n16,g73,g56
n17,g24,g36
n18,g31,g91
n63,g74,g49
n9,g39,g54
n25,g88,g55
n30,g72,g18
n31,g14,g81
n10,g66,g31
n43,g3,g9
n68,g60,g9
n34,g91,g58
n8,g58,g21
n79,g1,g55
n53,g87,g65
n55,g78,g9
n38,g67,g59
n33,g17,g68
n62,g68,g53
n11,g47,g2
n27,g24,g19
n50,g13,g62
n44,g29,g78
n12,g9,g34
n67,g77,g81
n75,g24,g77
n80,g11,g39
n0,g28,g86
n22,g72,g81
n58,g14,g23
n36,g5,g30
n42,g58,g59
n61,g76,g82
n78,g60,g42
n3,g48,g97
n29,g23,g46
n47,g90,g91
n49,g16,g34
n52,g30,g48
n59,g24,g62
n57,g46,g69
n66,g29,g67
n37,g11,g51
n13,g91,g29
n40,g16,g53
n19,g53,g20
n46,g68,g31
n7,g52,g78
n15,g90,g98
n48,g22,g16
n41,g51,g96
n76,g42,g86
n64,g54,g97
n56,g52,g22
n2,g68,g4
n1,g37,g60
