n70,g43,g48
n65,g50,g0
n6,g83,g94
n35,g48,g41
n4,g51,g97
n32,g52,g94
n72,g83,g97
n74,g39,g49
n26,g71,g75
n21,g82,g47
n60,g72,g55
n20,g47,g74
n73,g76,g35
n51,g52,g80
n69,g18,g49
n71,g39,g95
n28,g64,g17
n77,g15,g46
n14,g44,g98
n45,g67,g59
n39,g80,g27
n5,g41,g88
n23,g5,g52
n24,g41,g2
n54,g13,g55
n16,g0,g12
n82,g96,g6
n17,g75,g3
n18,g19,g70
n63,g15,g37
n9,g60,g83
n25,g64,g72
n30,g90,g55
n31,g90,g37
n10,g19,g42
n43,g55,g2
n68,g85,g2
n34,g42,g30
n8,g33,g47
n79,g75,g24
n53,g25,g57
n55,g15,g74
n38,g77,g36
n33,g3,g16
n62,g86,g1
n11,g67,g98
n27,g68,g85
n50,g14,g50
n44,g28,g96
n12,g35,g50
n67,g88,g16
n75,g90,g52
n80,g62,g80
n0,g76,g66
n22,g12,g76
n81,g70,g65
n58,g51,g63
n36,g20,g33
n42,g89,g92
n61,g37,g29
n78,g37,g11
n3,g17,g66
n29,g14,g54
n47,g92,g43
n49,g69,g19
n52,g66,g72
n59,g35,g51
n57,g64,g66
n66,g63,g99
n37,g11,g5
n13,g23,g90
n40,g30,g49
n19,g61,g94
n46,g44,g77
n7,g94,g81
n15,g42,g35
n48,g85,g88
n41,g21,g31
n76,g9,g99
n64,g60,g4
n56,g93,g13
n2,g91,g72
n1,g81,g14
