n70,g66,g38
n65,g63,g84
n6,g34,g42
n35,g28,g64
n4,g34,g68
n32,g60,g99
n72,g61,g16
n74,g77,g43
n26,g5,g15
n21,g5,g9
n60,g29,g88
n20,g82,g35
n73,g60,g15
n51,g25,g83
n69,g7,g61
n71,g75,g61
n28,g22,g33
n77,g48,g20
n14,g30,g28
n45,g89,g81
n39,g92,g63
n5,g81,g83
n23,g86,g58
n24,g40,g94
n54,g23,g11
n16,g15,g83
n82,g30,g75
n17,g40,g36
n18,g90,g18
n63,g5,g50
n9,g75,g48
n25,g49,g21
n30,g62,g99
n31,g93,g16
n10,g14,g15
n43,g41,g67
n68,g25,g61
n34,g49,g44
n8,g63,g14
n79,g86,g98
n53,g22,g94
n55,g14,g32
n38,g35,g68
n33,g68,g48
n62,g13,g45
n11,g5,g58
n27,g75,g84
n50,g60,g82
n44,g48,g56
n12,g81,g11
n67,g93,g23
n75,g49,g96
n80,g52,g30
n0,g29,g6
n22,g68,g9
n81,g59,g92
n58,g15,g88
n36,g76,g27
n42,g40,g58
n61,g8,g64
n78,g92,g16
n3,g38,g4
n29,g58,g78
n47,g13,g31
n49,g48,g65
n52,g11,g90
n59,g57,g3
n57,g40,g22
n66,g89,g58
n37,g27,g0
n13,g57,g72
n40,g31,g85
n19,g0,g17
n46,g36,g12
n7,g9,g79
n15,g77,g1
n48,g37,g20
n41,g89,g29
n76,g14,g27
n64,g83,g73
n56,g72,g67
n2,g59,g63
n1,g84,g70
