n70,g0,g46
n65,g82,g66
n6,g91,g20
n35,g75,g27
n4,g38,g75
n32,g99,g54
n72,g21,g59
n74,g42,g4
n26,g73,g70
n21,g30,g47
n60,g9,g7
n20,g49,g34
n73,g94,g35
n51,g29,g50
n69,g12,g79
n71,g92,g43
n28,g62,g99
n77,g57,g62
n14,g63,g0
n45,g91,g28
n39,g44,g33
n5,g20,g24
n23,g36,g29
n24,g50,g8
n54,g38,g72
n16,g9,g23
n17,g87,g72
n18,g43,g86
n63,g54,g74
n9,g74,g29
n25,g90,g35
n30,g19,g8
n31,g98,g73
n10,g10,g43
n43,g18,g61
n68,g62,g5
n34,g60,g8
n8,g58,g53
n53,g28,g86
n55,g81,g55
n38,g51,g30
n33,g18,g75
n62,g86,g22
n11,g95,g39
n27,g15,g85
n50,g71,g24
n44,g66,g3
n12,g37,g62
n67,g66,g17
n75,g5,g82
n0,g25,g17
n22,g38,g59
n58,g67,g56
n36,g62,g97
n42,g91,g87
n61,g46,g93
n3,g27,g1
n29,g23,g28
n47,g99,g64
n49,g65,g76
n52,g22,g4
n59,g67,g52
n57,g19,g23
n66,g47,g45
n37,g85,g61
n13,g81,g60
n40,g60,g85
n19,g92,g99
n46,g51,g89
n7,g16,g89
n15,g72,g52
n48,g31,g35
n41,g91,g54
n76,g76,g67
n64,g22,g11
n56,g25,g75
n2,g18,g0
n1,g43,g45
