n0,g41,g16
n1,g5,g51
n2,g24,g23
n3,g54,g81
n4,g17,g92
n5,g75,g85
n6,g18,g99
n7,g29,g11
n8,g31,g95
n9,g81,g3
n10,g30,g2
n11,g19,g3
n12,g20,g98
n13,g26,g67
n14,g82,g26
n15,g83,g32
n16,g70,g65
n17,g85,g96
n18,g73,g9
n19,g12,g36
n20,g18,g48
n21,g14,g91
n22,g43,g5
n23,g97,g67
n24,g85,g32
n25,g90,g80
n26,g26,g15
n27,g54,g43
n28,g1,g64
n29,g50,g41
n30,g77,g83
n31,g80,g12
n32,g23,g68
n33,g56,g77
n34,g34,g42
n35,g73,g44
n36,g49,g25
n37,g58,g74
n38,g17,g33
n39,g56,g72
n40,g97,g13
n41,g73,g8
n42,g89,g26
n43,g28,g59
n44,g70,g8
n45,g70,g26
n46,g61,g21
n47,g34,g2
n48,g12,g63
n49,g68,g61
n50,g4,g21
n51,g69,g35
n52,g9,g28
n53,g9,g37
n54,g94,g38
n55,g5,g3
n56,g97,g52
n57,g85,g54
n58,g33,g89
n59,g47,g63
