n0,g2,g28
n1,g82,g68
n2,g44,g12
n3,g13,g72
n4,g6,g36
n5,g52,g96
n6,g11,g46
n7,g59,g7
n8,g10,g82
n9,g68,g78
n10,g44,g8
n11,g79,g82
n12,g5,g18
n13,g50,g86
n14,g29,g34
n15,g76,g8
n16,g23,g40
n17,g32,g65
n18,g0,g15
n19,g8,g3
n20,g30,g94
n21,g55,g4
n22,g62,g98
n23,g90,g61
n24,g60,g34
n25,g89,g75
n26,g23,g29
n27,g84,g26
n28,g52,g45
n29,g80,g96
n30,g54,g79
n31,g38,g7
n32,g92,g67
n33,g78,g6
n34,g52,g44
n35,g87,g11
n36,g44,g75
n37,g56,g81
n38,g24,g15
n39,g85,g60
n40,g54,g47
n41,g94,g24
n42,g13,g50
n43,g65,g61
n44,g13,g54
n45,g58,g89
