n0,g33,g54
n1,g5,g45
n2,g10,g58
n3,g52,g65
n4,g52,g11
n5,g32,g9
n6,g95,g0
n7,g70,g49
n8,g21,g63
n9,g16,g47
n10,g12,g48
n11,g13,g43
n12,g74,g29
n13,g19,g25
n14,g93,g88
n15,g84,g65
n16,g71,g27
n17,g59,g13
n18,g34,g78
n19,g7,g0
n20,g72,g95
n21,g6,g87
n22,g52,g51
n23,g5,g98
n24,g75,g61
n25,g55,g65
n26,g30,g27
n27,g82,g22
n28,g42,g74
n29,g35,g8
n30,g22,g26
n31,g91,g39
n32,g41,g4
n33,g21,g80
n34,g95,g53
n35,g15,g50
n36,g36,g24
n37,g14,g57
n38,g89,g97
n39,g94,g78
n40,g86,g87
n41,g0,g98
n42,g97,g56
n43,g34,g1
n44,g85,g38
n45,g46,g90
n46,g32,g14
n47,g9,g66
n48,g85,g31
