n70,g75,g72
n65,g38,g26
n6,g7,g43
n35,g62,g13
n4,g39,g31
n32,g32,g68
n72,g81,g70
n74,g50,g27
n26,g19,g51
n21,g30,g38
n60,g46,g73
n20,g24,g29
n73,g58,g94
n51,g13,g38
n69,g35,g33
n71,g81,g63
n28,g82,g14
n14,g19,g3
n45,g31,g60
n39,g60,g54
n5,g99,g16
n23,g97,g0
n24,g97,g23
n54,g57,g18
n16,g62,g73
n17,g37,g62
n18,g64,g84
n63,g81,g45
n9,g51,g36
n25,g13,g64
n30,g84,g2
n31,g17,g97
n10,g90,g39
n43,g52,g13
n68,g26,g7
n34,g17,g82
n8,g41,g23
n53,g35,g13
n55,g11,g37
n38,g66,g16
n33,g86,g99
n62,g47,g23
n11,g54,g0
n27,g36,g99
n50,g29,g87
n44,g9,g23
n12,g79,g60
n67,g70,g58
n75,g1,g77
n0,g95,g19
n22,g32,g52
n58,g42,g46
n36,g83,g58
n42,g53,g46
n61,g80,g93
n3,g46,g71
n29,g79,g62
n47,g8,g83
n49,g4,g19
n52,g29,g4
n59,g62,g41
n57,g21,g38
n66,g66,g81
n37,g77,g22
n13,g96,g95
n40,g87,g99
n19,g42,g48
n46,g73,g3
n7,g70,g16
n15,g25,g33
n48,g50,g17
n41,g16,g64
n76,g96,g88
n64,g2,g29
n56,g77,g48
n2,g89,g70
n1,g12,g21
