n70,g60,g98
n65,g80,g35
n6,g77,g71
n35,g90,g42
n4,g31,g6
n32,g57,g2
n72,g74,g90
n74,g90,g55
n26,g37,g33
n21,g16,g89
n60,g22,g92
n20,g44,g9
n73,g63,g14
n51,g22,g33
n69,g87,g64
n71,g69,g65
n28,g32,g95
n14,g44,g4
n45,g47,g24
n39,g47,g60
n5,g91,g97
n23,g7,g65
n24,g44,g75
n54,g21,g77
n16,g1,g89
n17,g50,g66
n18,g68,g43
n63,g67,g65
n9,g91,g68
n25,g3,g76
n30,g51,g37
n31,g13,g7
n10,g16,g92
n43,g85,g89
n68,g57,g7
n34,g55,g83
n8,g99,g84
n53,g52,g58
n55,g75,g28
n38,g67,g49
n33,g7,g54
n62,g91,g59
n11,g43,g1
n27,g13,g37
n50,g2,g99
n44,g45,g47
n12,g68,g48
n67,g13,g15
n75,g74,g1
n0,g36,g56
n22,g6,g22
n58,g27,g89
n36,g39,g52
n42,g59,g18
n61,g9,g92
n3,g31,g19
n29,g77,g51
n47,g46,g35
n49,g33,g25
n52,g46,g77
n59,g5,g45
n57,g19,g48
n66,g38,g4
n37,g40,g76
n13,g91,g81
n40,g86,g26
n19,g42,g73
n46,g15,g97
n7,g37,g48
n15,g27,g34
n48,g42,g96
n41,g88,g6
n76,g1,g28
n64,g23,g1
n56,g43,g39
n2,g53,g13
n1,g72,g49
