n70,g70,g88
n6,g81,g49
n4,g58,g99
n22,g27,g66
n21,g88,g55
n60,g26,g47
n79,g94,g46
n74,g32,g27
n69,g60,g25
n28,g13,g83
n14,g31,g90
n45,g63,g61
n5,g37,g83
n23,g91,g13
n24,g62,g56
n17,g40,g98
n54,g69,g52
n77,g55,g34
n63,g43,g14
n9,g69,g64
n25,g33,g14
n10,g57,g28
n68,g82,g65
n34,g48,g95
n72,g6,g21
n73,g72,g71
n55,g76,g34
n44,g87,g80
n16,g66,g84
n80,g48,g91
n81,g22,g99
n75,g37,g86
n66,g67,g50
n47,g56,g98
n52,g66,g90
n59,g62,g71
n57,g84,g56
n71,g76,g77
n37,g45,g72
n31,g9,g45
n19,g12,g31
n46,g42,g83
n65,g77,g26
n85,g2,g96
n1,g24,g46
n84,g92,g47
n32,g63,g43
n26,g86,g38
n20,g52,g36
n53,g32,g4
n56,g76,g15
n76,g23,g53
n38,g59,g10
n13,g90,g17
n67,g44,g5
n41,g83,g98
n18,g14,g65
n11,g16,g21
n30,g47,g46
n35,g50,g97
n8,g50,g85
n83,g91,g8
n39,g61,g87
n33,g38,g65
n27,g26,g48
n50,g96,g14
n12,g45,g51
n82,g65,g93
n0,g28,g69
n43,g2,g58
n58,g38,g56
n36,g71,g9
n42,g20,g55
n61,g40,g10
n78,g88,g76
n3,g8,g22
n29,g78,g86
n49,g24,g85
n86,g7,g34
n62,g0,g18
n40,g54,g59
n51,g28,g0
n7,g55,g79
n15,g75,g83
n48,g86,g92
n64,g76,g6
n2,g91,g68
