n0,g66,g41
n1,g21,g82
n2,g75,g58
n3,g87,g65
n4,g20,g74
n5,g45,g76
n6,g96,g48
n7,g87,g9
n8,g83,g69
n9,g1,g78
n10,g19,g12
n11,g98,g65
n12,g74,g57
n13,g19,g5
n14,g27,g12
n15,g59,g30
n16,g51,g31
n17,g55,g90
n18,g26,g9
n19,g90,g47
n20,g94,g18
n21,g9,g77
n22,g49,g3
n23,g24,g43
n24,g50,g81
n25,g95,g43
n26,g94,g9
n27,g96,g78
n28,g6,g51
n29,g79,g54
n30,g24,g28
n31,g24,g89
n32,g46,g33
n33,g90,g40
n34,g61,g49
n35,g45,g11
n36,g15,g92
n37,g87,g1
n38,g40,g96
n39,g67,g66
n40,g86,g12
n41,g6,g17
n42,g99,g77
n43,g43,g0
n44,g23,g63
