n0,g35,g22
n1,g57,g10
n2,g9,g87
n3,g80,g15
n4,g14,g9
n5,g1,g17
n6,g18,g33
n7,g12,g97
n8,g11,g94
n9,g16,g65
n10,g60,g63
n11,g85,g3
n12,g82,g93
n13,g84,g16
n14,g58,g7
n15,g27,g85
n16,g16,g35
n17,g99,g9
n18,g57,g97
n19,g29,g49
n20,g52,g49
n21,g55,g46
n22,g43,g65
n23,g68,g31
n24,g9,g49
n25,g74,g90
n26,g86,g94
n27,g66,g16
n28,g42,g51
n29,g88,g0
n30,g26,g8
n31,g41,g50
n32,g49,g35
n33,g62,g98
n34,g32,g78
n35,g4,g72
n36,g57,g89
n37,g19,g73
n38,g69,g14
n39,g88,g75
n40,g72,g57
n41,g95,g72
n42,g91,g58
n43,g65,g33
n44,g38,g79
