n0,g77,g93
n1,g15,g17
n2,g10,g34
n3,g42,g12
n4,g14,g26
n5,g18,g29
n6,g89,g28
n7,g70,g43
n8,g38,g46
n9,g72,g8
n10,g83,g26
n11,g15,g13
n12,g65,g38
n13,g97,g18
n14,g81,g89
n15,g12,g45
n16,g90,g77
n17,g30,g97
n18,g51,g72
n19,g7,g39
n20,g44,g40
n21,g9,g3
n22,g84,g2
n23,g50,g88
n24,g46,g45
n25,g1,g88
n26,g57,g64
n27,g69,g21
n28,g9,g88
n29,g10,g13
n30,g32,g44
n31,g58,g45
n32,g14,g88
n33,g24,g81
n34,g97,g61
n35,g45,g94
n36,g74,g18
n37,g48,g19
n38,g96,g73
n39,g87,g10
n40,g88,g80
n41,g8,g74
n42,g73,g47
n43,g42,g94
n44,g98,g41
