n0,g55,g64
n1,g78,g66
n2,g18,g37
n3,g97,g61
n4,g76,g15
n5,g86,g61
n6,g48,g25
n7,g27,g39
n8,g16,g91
n9,g19,g96
n10,g98,g44
n11,g14,g88
n12,g83,g25
n13,g61,g69
n14,g80,g33
n15,g32,g93
n16,g97,g59
n17,g95,g60
n18,g93,g0
n19,g63,g4
n20,g32,g91
n21,g86,g78
n22,g3,g4
n23,g5,g81
n24,g70,g87
n25,g3,g86
n26,g26,g31
n27,g29,g72
n28,g80,g90
n29,g69,g16
n30,g12,g19
n31,g21,g28
n32,g96,g67
n33,g95,g17
n34,g29,g55
n35,g83,g5
n36,g19,g85
n37,g75,g25
n38,g70,g2
n39,g53,g82
n40,g69,g20
n41,g23,g46
n42,g91,g78
n43,g97,g35
n44,g58,g85
