n70,g10,g15
n65,g57,g82
n6,g55,g16
n35,g91,g97
n4,g91,g58
n32,g19,g12
n72,g18,g2
n26,g48,g56
n21,g42,g1
n60,g25,g23
n20,g63,g11
n51,g7,g72
n69,g2,g99
n71,g34,g9
n28,g72,g75
n14,g31,g46
n45,g86,g49
n39,g27,g12
n5,g96,g14
n23,g25,g67
n24,g26,g95
n54,g85,g42
n16,g28,g35
n17,g55,g92
n18,g63,g53
n63,g37,g35
n9,g76,g90
n25,g56,g70
n30,g50,g39
n31,g92,g35
n10,g44,g81
n43,g48,g10
n68,g75,g71
n34,g0,g75
n8,g92,g20
n53,g59,g84
n55,g54,g7
n38,g29,g58
n33,g64,g7
n62,g50,g18
n11,g27,g36
n27,g8,g68
n50,g69,g36
n44,g2,g39
n12,g67,g5
n67,g83,g56
n0,g28,g33
n22,g13,g79
n58,g99,g20
n36,g18,g54
n42,g7,g85
n61,g63,g68
n3,g62,g81
n29,g30,g8
n47,g86,g90
n49,g39,g3
n52,g59,g85
n59,g87,g4
n57,g1,g31
n66,g4,g44
n37,g90,g38
n13,g14,g80
n40,g65,g96
n19,g66,g8
n46,g0,g13
n7,g51,g27
n15,g92,g60
n48,g97,g35
n41,g26,g8
n64,g4,g88
n56,g73,g21
n2,g69,g89
n1,g41,g93
