n0,g3,g78
n1,g63,g82
n2,g47,g11
n3,g87,g17
n4,g46,g45
n5,g62,g83
n6,g16,g22
n7,g41,g74
n8,g28,g24
n9,g2,g29
n10,g12,g18
n11,g26,g93
n12,g65,g6
n13,g7,g87
n14,g80,g9
n15,g85,g84
n16,g79,g63
n17,g18,g89
n18,g47,g50
n19,g44,g85
n20,g57,g49
n21,g97,g70
n22,g33,g35
n23,g19,g93
n24,g49,g15
n25,g0,g79
n26,g53,g2
n27,g63,g72
n28,g66,g3
n29,g93,g37
n30,g50,g12
n31,g91,g31
n32,g45,g28
n33,g95,g55
n34,g46,g69
n35,g60,g21
n36,g29,g33
n37,g32,g89
n38,g45,g23
n39,g92,g22
n40,g60,g74
n41,g54,g0
n42,g53,g3
n43,g10,g98
n44,g47,g22
n45,g20,g33
n46,g84,g81
n47,g84,g48
n48,g41,g67
n49,g8,g1
n50,g1,g7
n51,g77,g16
