n70,g74,g67
n65,g99,g24
n6,g85,g39
n35,g47,g52
n4,g33,g17
n32,g64,g94
n72,g93,g99
n74,g30,g28
n26,g57,g65
n21,g26,g45
n60,g58,g2
n20,g34,g5
n73,g96,g32
n51,g6,g31
n69,g45,g54
n71,g95,g73
n28,g62,g9
n77,g75,g26
n14,g19,g96
n45,g97,g58
n39,g31,g97
n5,g19,g27
n23,g77,g86
n24,g8,g87
n54,g23,g82
n16,g50,g4
n17,g60,g34
n18,g68,g22
n63,g66,g36
n9,g93,g83
n25,g2,g29
n30,g90,g47
n31,g86,g27
n10,g0,g14
n43,g55,g22
n68,g34,g39
n34,g19,g14
n8,g68,g5
n79,g18,g53
n53,g48,g75
n55,g17,g49
n38,g32,g71
n33,g83,g98
n62,g60,g14
n11,g79,g56
n27,g3,g94
n50,g94,g58
n44,g31,g72
n12,g42,g6
n67,g95,g71
n75,g92,g73
n0,g25,g13
n22,g88,g42
n58,g50,g13
n36,g44,g12
n42,g97,g48
n61,g11,g61
n78,g73,g37
n3,g62,g51
n29,g71,g84
n47,g1,g18
n49,g98,g78
n52,g44,g9
n59,g93,g52
n57,g50,g27
n66,g67,g32
n37,g33,g16
n13,g93,g95
n40,g56,g4
n19,g14,g29
n46,g41,g49
n7,g66,g25
n15,g95,g20
n48,g25,g98
n41,g20,g50
n76,g77,g45
n64,g83,g18
n56,g99,g45
n2,g90,g99
n1,g61,g14
