n70,g43,g51
n65,g66,g69
n6,g71,g60
n35,g84,g61
n4,g72,g52
n32,g71,g69
n72,g18,g52
n74,g84,g27
n26,g44,g88
n21,g74,g92
n60,g49,g75
n20,g74,g73
n73,g6,g4
n51,g5,g30
n69,g66,g21
n71,g85,g48
n28,g57,g23
n14,g18,g0
n45,g8,g17
n39,g34,g28
n5,g77,g58
n23,g83,g80
n24,g7,g94
n54,g64,g75
n16,g75,g95
n17,g82,g9
n18,g98,g94
n63,g9,g71
n9,g96,g74
n25,g21,g56
n30,g47,g33
n31,g25,g5
n10,g34,g59
n43,g63,g18
n68,g69,g19
n34,g21,g65
n8,g44,g28
n53,g13,g33
n55,g67,g77
n38,g78,g63
n33,g54,g94
n62,g70,g74
n11,g99,g80
n27,g46,g18
n50,g83,g82
n44,g53,g34
n12,g20,g2
n67,g86,g16
n75,g19,g53
n0,g56,g35
n22,g98,g49
n58,g72,g63
n36,g24,g90
n42,g82,g35
n61,g31,g66
n3,g25,g78
n29,g23,g66
n47,g4,g72
n49,g48,g49
n52,g75,g83
n59,g86,g92
n57,g49,g18
n66,g39,g97
n37,g47,g40
n13,g4,g28
n40,g61,g66
n19,g45,g88
n46,g75,g39
n7,g40,g45
n15,g16,g94
n48,g56,g40
n41,g24,g42
n64,g52,g33
n56,g70,g41
n2,g27,g73
n1,g73,g88
