n0,g43,g49
n1,g53,g34
n2,g36,g74
n3,g66,g23
n4,g82,g99
n5,g69,g60
n6,g35,g88
n7,g94,g61
n8,g81,g78
n9,g12,g28
n10,g88,g1
n11,g26,g84
n12,g33,g19
n13,g69,g74
n14,g33,g28
n15,g95,g35
n16,g71,g74
n17,g75,g6
n18,g44,g31
n19,g70,g38
n20,g99,g76
n21,g29,g80
n22,g92,g9
n23,g14,g11
n24,g14,g66
n25,g47,g79
n26,g38,g30
n27,g9,g94
n28,g32,g52
n29,g18,g32
n30,g76,g97
n31,g42,g21
n32,g44,g68
n33,g51,g90
n34,g87,g7
n35,g36,g85
n36,g66,g55
n37,g84,g43
n38,g71,g23
n39,g31,g6
n40,g55,g88
n41,g44,g65
n42,g26,g75
n43,g88,g97
n44,g36,g55
n45,g26,g85
