n0,g73,g93
n1,g62,g5
n2,g94,g39
n3,g92,g56
n4,g40,g35
n5,g7,g17
n6,g29,g41
n7,g10,g21
n8,g99,g85
n9,g84,g47
n10,g6,g8
n11,g26,g69
n12,g4,g47
n13,g67,g49
n14,g53,g79
n15,g23,g96
n16,g62,g88
n17,g39,g45
n18,g83,g0
n19,g45,g90
n20,g93,g85
n21,g17,g86
n22,g10,g86
n23,g51,g75
n24,g48,g87
n25,g62,g79
n26,g43,g59
n27,g27,g87
n28,g2,g37
n29,g26,g79
n30,g61,g95
n31,g4,g17
n32,g84,g19
n33,g53,g5
n34,g49,g28
n35,g72,g14
n36,g2,g66
n37,g9,g97
n38,g98,g80
n39,g35,g81
n40,g93,g33
n41,g62,g12
n42,g48,g45
n43,g52,g50
n44,g88,g13
n45,g63,g45
n46,g39,g81
n47,g75,g99
n48,g80,g0
n49,g8,g96
n50,g2,g78
n51,g56,g76
n52,g55,g42
n53,g34,g99
n54,g91,g65
n55,g85,g55
n56,g84,g45
n57,g91,g57
