n70,g85,g94
n65,g3,g18
n6,g68,g50
n35,g51,g28
n4,g84,g68
n32,g20,g27
n26,g39,g19
n21,g81,g58
n60,g81,g2
n20,g23,g96
n51,g38,g29
n69,g0,g26
n28,g8,g4
n14,g30,g80
n45,g96,g83
n39,g3,g5
n5,g87,g68
n23,g81,g28
n24,g41,g77
n54,g74,g97
n16,g53,g55
n17,g74,g86
n18,g28,g53
n63,g64,g88
n9,g83,g10
n25,g42,g61
n30,g86,g16
n31,g18,g46
n10,g16,g33
n43,g21,g14
n68,g45,g98
n34,g79,g65
n8,g7,g91
n53,g52,g55
n55,g56,g90
n38,g39,g88
n33,g28,g24
n62,g81,g21
n11,g36,g56
n27,g98,g30
n50,g65,g7
n44,g26,g25
n12,g64,g33
n67,g67,g44
n0,g90,g93
n22,g47,g32
n58,g26,g29
n36,g25,g93
n42,g46,g48
n61,g3,g82
n3,g47,g68
n29,g6,g25
n47,g33,g91
n49,g45,g19
n52,g71,g56
n59,g94,g53
n57,g83,g63
n66,g28,g60
n37,g9,g12
n13,g27,g16
n40,g55,g29
n19,g11,g63
n46,g64,g32
n7,g17,g56
n15,g63,g16
n48,g99,g56
n41,g81,g85
n64,g20,g87
n56,g51,g92
n2,g49,g80
n1,g68,g60
