n70,g50,g96
n65,g49,g2
n6,g40,g10
n35,g29,g27
n4,g34,g30
n32,g79,g8
n72,g27,g69
n74,g63,g75
n26,g18,g13
n21,g6,g14
n60,g28,g68
n20,g49,g92
n73,g18,g20
n51,g31,g13
n69,g91,g22
n71,g0,g62
n28,g61,g77
n14,g96,g38
n45,g4,g88
n39,g32,g9
n5,g44,g10
n23,g89,g22
n24,g47,g58
n54,g87,g64
n16,g0,g50
n17,g73,g23
n18,g40,g16
n63,g94,g37
n9,g23,g54
n25,g64,g9
n30,g71,g38
n31,g45,g32
n10,g25,g82
n43,g78,g56
n68,g32,g33
n34,g75,g69
n8,g25,g91
n53,g76,g25
n55,g19,g38
n38,g44,g56
n33,g90,g60
n62,g35,g34
n11,g38,g50
n27,g49,g91
n50,g56,g58
n44,g93,g30
n12,g44,g7
n67,g47,g33
n75,g15,g9
n0,g36,g58
n22,g46,g67
n58,g4,g35
n36,g28,g0
n42,g91,g75
n61,g49,g93
n3,g86,g0
n29,g83,g85
n47,g83,g87
n49,g98,g80
n52,g63,g41
n59,g41,g87
n57,g65,g20
n66,g87,g57
n37,g68,g1
n13,g52,g69
n40,g62,g27
n19,g0,g45
n46,g61,g79
n7,g53,g58
n15,g95,g36
n48,g80,g24
n41,g71,g58
n64,g84,g4
n56,g87,g5
n2,g51,g73
n1,g51,g86
