n70,g11,g49
n6,g13,g24
n4,g6,g43
n22,g48,g86
n21,g42,g10
n60,g40,g72
n79,g13,g95
n74,g24,g91
n69,g37,g74
n28,g36,g3
n14,g67,g37
n45,g90,g68
n89,g87,g1
n5,g53,g7
n23,g17,g7
n24,g39,g64
n17,g52,g53
n54,g87,g26
n77,g25,g16
n63,g46,g30
n9,g83,g6
n25,g21,g34
n87,g46,g70
n10,g80,g1
n68,g58,g90
n34,g4,g87
n72,g50,g90
n73,g32,g41
n55,g74,g21
n44,g81,g19
n16,g72,g95
n80,g32,g89
n81,g87,g0
n75,g36,g50
n66,g19,g75
n47,g26,g91
n52,g80,g37
n59,g19,g84
n57,g28,g6
n71,g98,g99
n37,g45,g8
n31,g18,g78
n19,g22,g65
n46,g69,g55
n65,g94,g9
n85,g80,g98
n1,g85,g96
n84,g0,g89
n32,g33,g14
n26,g56,g75
n20,g45,g74
n53,g21,g90
n56,g12,g27
n76,g28,g45
n38,g98,g17
n13,g94,g65
n67,g7,g6
n41,g19,g70
n18,g56,g27
n11,g14,g41
n30,g18,g97
n35,g85,g77
n8,g25,g21
n83,g17,g16
n39,g17,g11
n33,g95,g32
n27,g69,g41
n50,g93,g37
n12,g59,g79
n82,g88,g9
n0,g40,g94
n43,g43,g37
n58,g43,g39
n36,g19,g59
n42,g85,g64
n61,g70,g14
n78,g76,g12
n3,g65,g31
n29,g91,g99
n49,g9,g82
n88,g51,g31
n86,g52,g28
n62,g18,g65
n40,g52,g87
n51,g68,g84
n7,g27,g82
n15,g8,g95
n48,g71,g95
n64,g69,g10
n2,g99,g57
