n0,g56,g80
n1,g68,g13
n2,g68,g71
n3,g25,g23
n4,g4,g12
n5,g4,g47
n6,g81,g95
n7,g18,g44
n8,g35,g75
n9,g69,g37
n10,g37,g16
n11,g31,g24
n12,g42,g99
n13,g7,g88
n14,g44,g71
n15,g29,g68
n16,g39,g74
n17,g74,g64
n18,g83,g3
n19,g11,g56
n20,g79,g34
n21,g93,g79
n22,g91,g7
n23,g52,g39
n24,g50,g42
n25,g51,g37
n26,g61,g32
n27,g78,g30
n28,g68,g11
n29,g79,g1
n30,g36,g71
n31,g89,g69
n32,g20,g49
n33,g82,g86
n34,g69,g86
n35,g51,g63
n36,g91,g50
n37,g80,g33
n38,g66,g32
n39,g3,g1
n40,g12,g81
n41,g60,g52
n42,g77,g93
n43,g37,g60
