n70,g12,g37
n65,g91,g52
n6,g10,g52
n35,g70,g26
n4,g71,g92
n32,g24,g31
n72,g8,g60
n74,g35,g69
n26,g35,g49
n21,g7,g24
n60,g55,g57
n20,g4,g62
n73,g80,g15
n51,g97,g46
n69,g86,g74
n71,g6,g54
n28,g78,g31
n14,g77,g65
n45,g36,g23
n39,g36,g17
n5,g97,g56
n23,g1,g93
n24,g71,g96
n54,g61,g46
n16,g25,g51
n17,g61,g34
n18,g21,g5
n63,g13,g96
n9,g19,g27
n25,g55,g28
n30,g35,g81
n31,g20,g40
n10,g51,g34
n43,g54,g47
n68,g77,g36
n34,g7,g14
n8,g58,g13
n53,g40,g74
n55,g1,g4
n38,g45,g93
n33,g86,g76
n62,g59,g65
n11,g24,g71
n27,g71,g76
n50,g75,g78
n44,g36,g55
n12,g64,g81
n67,g60,g52
n75,g89,g11
n0,g82,g17
n22,g60,g99
n58,g49,g29
n36,g80,g12
n42,g70,g0
n61,g94,g78
n3,g10,g6
n29,g22,g28
n47,g89,g59
n49,g22,g81
n52,g61,g36
n59,g0,g75
n57,g40,g81
n66,g77,g93
n37,g69,g67
n13,g69,g39
n40,g81,g99
n19,g45,g88
n46,g15,g27
n7,g76,g85
n15,g74,g57
n48,g75,g7
n41,g0,g62
n64,g41,g27
n56,g52,g35
n2,g46,g99
n1,g28,g95
