n0,g11,g76
n1,g79,g53
n2,g83,g14
n3,g34,g60
n4,g92,g98
n5,g20,g16
n6,g72,g33
n7,g46,g28
n8,g3,g56
n9,g22,g43
n10,g62,g10
n11,g71,g72
n12,g33,g93
n13,g40,g55
n14,g54,g97
n15,g88,g21
n16,g66,g30
n17,g43,g83
n18,g28,g88
n19,g84,g42
n20,g27,g25
n21,g60,g37
n22,g73,g75
n23,g69,g84
n24,g21,g31
n25,g65,g20
n26,g73,g49
n27,g0,g63
n28,g12,g73
n29,g25,g62
n30,g84,g96
n31,g93,g19
n32,g82,g8
n33,g40,g98
n34,g74,g10
n35,g66,g73
n36,g82,g43
n37,g19,g79
n38,g28,g66
n39,g85,g95
n40,g54,g66
n41,g69,g82
n42,g7,g86
n43,g1,g10
n44,g65,g3
n45,g1,g43
