n0,g3,g87
n1,g2,g31
n2,g74,g49
n3,g20,g92
n4,g68,g32
n5,g10,g34
n6,g5,g75
n7,g67,g91
n8,g92,g11
n9,g65,g4
n10,g79,g52
n11,g37,g96
n12,g99,g81
n13,g74,g61
n14,g46,g31
n15,g44,g59
n16,g1,g81
n17,g1,g52
n18,g1,g88
n19,g7,g94
n20,g80,g34
n21,g89,g93
n22,g28,g65
n23,g0,g24
n24,g82,g50
n25,g60,g17
n26,g22,g27
n27,g18,g45
n28,g25,g15
n29,g10,g3
n30,g17,g48
n31,g18,g30
n32,g54,g68
n33,g15,g80
n34,g38,g92
n35,g23,g69
n36,g0,g66
n37,g83,g25
n38,g26,g4
n39,g51,g88
n40,g33,g54
n41,g10,g76
n42,g18,g68
n43,g96,g39
n44,g62,g81
n45,g22,g56
