n70,g47,g56
n65,g4,g70
n6,g4,g28
n35,g74,g39
n4,g75,g40
n32,g32,g75
n26,g50,g76
n21,g12,g49
n60,g72,g11
n20,g51,g98
n51,g89,g8
n69,g53,g27
n71,g7,g76
n28,g12,g17
n14,g74,g89
n45,g60,g68
n39,g52,g94
n5,g34,g47
n23,g60,g21
n24,g84,g85
n54,g12,g27
n16,g56,g62
n17,g41,g85
n18,g74,g61
n63,g6,g25
n9,g65,g57
n25,g51,g61
n30,g38,g8
n31,g7,g36
n10,g75,g12
n43,g40,g29
n68,g45,g49
n34,g18,g1
n8,g79,g33
n53,g87,g8
n55,g69,g44
n38,g2,g67
n33,g25,g41
n62,g69,g1
n11,g51,g40
n27,g97,g5
n50,g96,g51
n44,g56,g89
n12,g53,g32
n67,g60,g28
n0,g28,g39
n22,g86,g33
n58,g1,g42
n36,g41,g90
n42,g16,g64
n61,g11,g92
n3,g95,g50
n29,g60,g18
n47,g95,g9
n49,g61,g0
n52,g11,g16
n59,g83,g50
n57,g36,g81
n66,g17,g10
n37,g9,g30
n13,g45,g96
n40,g48,g54
n19,g79,g80
n46,g42,g54
n7,g61,g90
n15,g53,g12
n48,g97,g99
n41,g79,g2
n64,g83,g63
n56,g0,g75
n2,g28,g33
n1,g6,g63
