n70,g82,g24
n65,g95,g99
n6,g3,g45
n35,g34,g71
n4,g54,g64
n32,g89,g40
n26,g66,g69
n21,g10,g88
n60,g27,g98
n20,g13,g45
n51,g94,g12
n69,g1,g72
n71,g80,g98
n28,g59,g97
n14,g26,g35
n45,g35,g94
n39,g41,g21
n5,g42,g9
n23,g99,g23
n24,g54,g76
n54,g24,g68
n16,g25,g1
n17,g99,g56
n18,g31,g44
n63,g24,g84
n9,g19,g20
n25,g14,g39
n30,g22,g18
n31,g39,g64
n10,g83,g28
n43,g23,g27
n68,g33,g25
n34,g97,g89
n8,g93,g60
n53,g23,g60
n55,g25,g95
n38,g73,g54
n33,g27,g77
n62,g14,g73
n11,g63,g91
n27,g86,g47
n50,g12,g20
n44,g93,g84
n12,g93,g20
n67,g1,g67
n0,g61,g6
n22,g92,g58
n58,g27,g73
n36,g33,g30
n42,g92,g15
n61,g29,g59
n3,g62,g86
n29,g12,g76
n47,g60,g99
n49,g53,g10
n52,g38,g75
n59,g70,g55
n57,g18,g13
n66,g10,g58
n37,g34,g89
n13,g91,g64
n40,g13,g36
n19,g6,g81
n46,g23,g33
n7,g8,g52
n15,g25,g26
n48,g10,g97
n41,g35,g47
n64,g76,g53
n56,g89,g98
n2,g60,g73
n1,g84,g67
